variable,label,include,comments,,,,,,,,,,,,,,,,,,,,,,,
bd008_w2_1,How Many Years Did You Spend in Adult Edu Since Last Interview,no,,,,,,,,,,,,,,,,,,,,,,,,
bd009_w2_1,Did You Get Diploma or Degree from The Adult Education Since from Last Interview,no,,,,,,,,,,,,,,,,,,,,,,,,
bd010,When Did You Receive The Diploma,no,,,,,,,,,,,,,,,,,,,,,,,,
bd011,What Is The Highest Adult Education Degree,yes,其他就按上面那个学历算，如果比上面的高就按这个算最高学历,,,,,,,,,,,,,,,,,,,,,,,
bd012,Have Your Attend Vocational and Tec. Training since [ZIWTime],no,,,,,,,,,,,,,,,,,,,,,,,,
bd013,How Many Times Have You Accepted Training,no,,,,,,,,,,,,,,,,,,,,,,,,
bd014,How Many Years Have You Been Trained Since [ZIWTime],no,,,,,,,,,,,,,,,,,,,,,,,,
be001,Martial Status,yes,,,,,,,,,,,,,,,,,,,,,,,,
be003_w2_1,How Many Times Have You Been Married Since Last Interview?,no,离婚这种和ic相关吗？,,,,,,,,,,,,,,,,,,,,,,,
be009_1,When Was Your Most Recent Marriage: Year,no,,,,,,,,,,,,,,,,,,,,,,,,
be009_2,When Was Your Most Recent Marriage: Month,no,,,,,,,,,,,,,,,,,,,,,,,,
bf001,Your Spouse/Partner's Chinese Zodiac Sign,no,生肖应该不算吧,,,,,,,,,,,,,,,,,,,,,,,
bf002_1,When Was Your Spouse Born: Year,no,配偶的年龄和ic是否相关？,,,,,,,,,,,,,,,,,,,,,,,
bf002_2,When Was Your Spouse Born: Month,no,,,,,,,,,,,,,,,,,,,,,,,,
bf003,Your Spouse/Partner's Birthday: Solar Calendar or Lunar Calendar,no,,,,,,,,,,,,,,,,,,,,,,,,
bf004,Your Spouse's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
bf004_w3_1,Is Your Spouse Literate?,no,,,,,,,,,,,,,,,,,,,,,,,,
bf005_1,When Did You Seperate: Year,no,,,,,,,,,,,,,,,,,,,,,,,,
bf005_2,When Did You Seperate: Month,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_1,When Did You Divorce: Year,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_2,When Did You Divorce: Month,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_w2_1,Reason of Divorce,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_w2_2_1,Divided Assets: You Got,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_w2_2_2,Divided Assets: Ex-wife/Husband Got,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_w2_3,Do You Have Any Infancy Children? Owed to Whom,no,,,,,,,,,,,,,,,,,,,,,,,,
bf006_w2_4,How Much Money You or Your Ex-wife/husband Pay for Upbringing The Children,no,,,,,,,,,,,,,,,,,,,,,,,,
bf007_1,When Did Your Spouse Pass Away: Year,no,,,,,,,,,,,,,,,,,,,,,,,,
bf007_2,When Did Your Spouse Pass Away: Month,no,,,,,,,,,,,,,,,,,,,,,,,,
bf008,How Ofen Did The Respondent Receive Assistance,no,这个体现内在能力吗,,,,,,,,,,,,,,,,,,,,,,,
bf009,What Is Your Relationship to R,no,,,,,,,,,,,,,,,,,,,,,,,,
bf010,What Is The Main Reason for Proxy,no,这个体现内在能力吗,,,,,,,,,,,,,,,,,,,,,,,
xrtype.x,R Interview Type,no,,,,,,,,,,,,,,,,,,,,,,,,
versionID.x.x,Version ID,no,,,,,,,,,,,,,,,,,,,,,,,,
householdID.y.y,Household ID,no,,,,,,,,,,,,,,,,,,,,,,,,
communityID.y.y,Community ID,no,,,,,,,,,,,,,,,,,,,,,,,,
zca001_1_,R's Biological Father Was Not Living,no,,,,,,,,,,,,,,,,,,,,,,,,
zca001_7_,Spouse's Biological Father Was Not Living,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_0_1_,The Name of R's Biological Father is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_0_2_,The Name of Spouse's Biological Father is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_1_1_,Birth Year of R's Biological Father,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_1_2_,Birth Year of Spouse's Biological Father,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_2_1_,R's Biological Father Is Still Alive,yes,相关变量感觉归为心理相关的比较合理,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_2_2_,Spouse's Biological Father Is Still Alive,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_1_,When Did R's Biological Father Pass Away: Year or Age,no,缺失太多,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_2_,When Did Spouse's Biological Father Pass Away: Year or Age,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_1_1_,The Year R's Biological Father Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_1_2_,The Year Spouse's Biological Father Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_2_1_,The Age at Which R's Biological Father Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
ca000_w3_3_2_2_,The Age at Which Spouse's Biological Father Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
zca001_2_,R's Biological Mother Was Not Living,no,,,,,,,,,,,,,,,,,,,,,,,,
zca001_8_,Spouse's Biological Mother Was Not Living,no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_0_1_,The Name of R's Biological Mother Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_0_2_,The Name of Spouse's Biological Mother Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_1_1_,Birth Year of R's Biological Mother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_1_2_,Birth Year of Spouse's Biological Mother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_2_1_,R's Biological Mother is Still Alive,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_2_2_,Spouse's Biological Mother is Still Alive,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_3_1_,When Did R's Biological Mother Pass Away: Year or Age,no,缺失值太多,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_3_2_,When Did Spouse's Biological Mother Pass Away: Year or Age,no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_3_2_1_,The Age at Which R's Biological Mother Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
ca001_w3_3_2_2_,The Age at Which Spouse's Biological Mother Passed Away,no,,,,,,,,,,,,,,,,,,,,,,,,
ca002_w3_1_1_,R's Biological Parents Had Divorced,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca002_w3_1_2_,Spouse's Biological Parents Had Divorced,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_1_1_,R Has Had a Stepfather,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_1_2_,Spouse Has Had a Stepfather,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_2_1_,R's Stepfather Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_2_2_,Spouse's Stepfather Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_0_1_,The Name of R's Stepfather Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_3_1_,Birth Year of R's Stepfather,no,,,,,,,,,,,,,,,,,,,,,,,,
ca004_w3_3_2_,Birth Year of Spouse's Stepfather,no,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_1_1_,R Has Had a Stepmother,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_1_2_,Spouse Has Had a Stepmother,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_2_1_,R's Stepmother Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_2_2_,Spouse's Stepmother is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_0_1_,The Name of R's Stepmother Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_0_2_,The Name of Spouse's Stepmother Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_3_1_,Birth Year of R's Stepmother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca005_w3_3_2_,Birth Year of Spouse's Stepmother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_1_1_,R Has Had a Adopted Father,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_1_2_,Spouse Has Had a Adopted Father,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_2_1_,R's Adopted Father Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_2_2_,Spouse's Adopted Father Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_0_1_,The Name of R's Adopted Father Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_0_2_,The Name of Spouse's Adopted Father Is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_3_1_,Birth Year of R's Adopted Father,no,,,,,,,,,,,,,,,,,,,,,,,,
ca006_w3_3_2_,Birth Year of Spouse's Adopted Father,no,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_1_1_,R Has Had a Adopted Mother,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_1_2_,Spouse Has Had a Adopted Mother,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_2_1_,R's Adopted Mother Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_2_2_,Spouse's Adopted Mother Is Still Living,yes,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_0_1_,The Name of R's Adopted Mother is [Name],no,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_3_1_,Birth Year of R's Adopted Mother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_3_2_,Birth Year of Spouse's Adopted Mother,no,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_5_1_,R's Adopted Parents Are a Couple,no,,,,,,,,,,,,,,,,,,,,,,,,
ca007_w3_5_2_,Spouse's Adopted Parents Are a Couple,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_1_,R's Biological Father's Highest Level of Education,no,家人的学历应该不用过多考虑吧（不确定）,,,,,,,,,,,,,,,,,,,,,,,
ca009_2_,R's Biological Mother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_3_,R's Stepfather's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_4_,R's Stepmother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_5_,R's Adopted Father's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_6_,R's Adopted Mother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_7_,Spouse's Biological Father's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_8_,Spouse's Biological Mother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_9_,Spouse's Stepfather's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_10_,Spouse's Stepmother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_11_,Spouse's Adopted Father's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_12_,Spouse's Adopted Mother's Highest Level of Education,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_1_,R's Biological Father Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_2_,R's Biological Mother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_3_,R's Stepfather Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_4_,R's Stepmother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_5_,R's Adopted Father Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_6_,R's Adopted Mother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_7_,Spouse's Biological Father Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_8_,Spouse's Biological Mother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_9_,Spouse's Stepfather Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_10_,Spouse's Stepmother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_11_,Spouse's Adopted Father Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca009_w3_12_,Spouse's Adopted Mother Is Literate,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_1_,R's Biological Father Works Currently,no,缺失太多,,,,,,,,,,,,,,,,,,,,,,,
ca012_2_,R's Biological Mother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_3_,R's Stepfather Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_4_,R's Stepmother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_5_,R's Adopted Father Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_6_,R's Adopted Mother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_7_,Spouse's Biological Father Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_8_,Spouse's Biological Mother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_9_,Spouse's Stepfather Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_10_,Spouse's Stepmother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_11_,Spouse's Adopted Father Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca012_12_,Spouse's Adopted Mother Works Currently,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_1_,R's Biological Father's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_2_,R's Biological Mother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_3_,R's Stepfather's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_4_,R's Stepmother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_5_,R's Adopted Father's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_6_,R's Adopted Mother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_7_,Spouse's Biological Father's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_8_,Spouse's Biological Mother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_9_,Spouse's Stepfather's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_10_,Spouse's Stepmother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_11_,Spouse's Adopted Father's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca013_12_,Spouse's Adopted Mother's Health Status,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_1_,R's Biological Father's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_2_,R's Biological Mother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_3_,R's Stepfather's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_4_,R's Stepmother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_5_,R's Adopted Father's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_6_,R's Adopted Mother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_7_,Spouse's Biological Father's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_8_,Spouse's Biological Mother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_9_,Spouse's Stepfather's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_10_,Spouse's Stepmother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_11_,Spouse's Adopted Father's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca014_12_,Spouse's Adopted Mother's Highest Occupation,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_,R's Biological Father's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_,R's Biological Mother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_3_,R's Stepfather's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_4_,R's Stepmother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_5_,R's Adopted Father's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_6_,R's Adopted Mother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_7_,Spouse's Biological Father's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_8_,Spouse's Biological Mother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_9_,Spouse's Stepfather's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_10_,Spouse's Stepmother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_11_,Spouse's Adopted Father's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_12_,Spouse's Adopted Mother's Average Income at Present,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_1_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_2_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_3_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_4_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_5_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_6_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_7_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_8_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_9_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_10_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_11_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_1_12_,Spouse's Biological Father's Average Income,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_1_,Yuan/Month,no,月收入不要,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_2_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_3_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_4_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_5_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_6_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_7_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_8_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_9_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_10_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_11_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca015_2_12_,Yuan/Month,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_1_,R's Biological Father's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_2_,R's Biological Mother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_3_,R's Stepfather's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_4_,R's Stepmother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_5_,R's Adopted Father's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_6_,R's Adopted Mother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_7_,Spouse's Biological Father's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_8_,Spouse's Biological Mother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_9_,Spouse's Stepfather's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_10_,Spouse's Stepmother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_11_,Spouse's Adopted Father's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_w3_12_,Spouse's Adopted Mother's Birth Place,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_1_,The Place Where R's Biological Father Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_,The Place Where R's Biological Mother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_3_,The Place Where R's Stepfather Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_4_,The Place Where R's Stepmother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_5_,The Place Where R's Adopted Father Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_6_,The Place Where R's Adopted Mother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_7_,The Place Where Spouse's Biological Father Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_8_,The Place Where Spouse's Biological Mother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_9_,The Place Where Spouse's Stepfather Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_10_,The Place Where Spouse's Stepmother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_11_,The Place Where Spouse's Adopted Father Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_12_,The Place Where Spouse's Adopted Mother Normally Live,no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_1_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_2_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_3_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_4_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_5_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_6_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_7_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_8_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_9_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_10_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_11_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca016_2_12_,The Distance Between The Places Where  and R Normally Live(km),no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_1_,The Kind of Location Where R's Biological Father Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_2_,The Kind of Location Where R's Biological Mother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_3_,The Kind of Location Where R's Stepfather Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_4_,The Kind of Location Where R's Stepmother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_5_,The Kind of Location Where R's Adopted Father Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_6_,The Kind of Location Where R's Adopted Mother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_7_,The Kind of Location Where Spouse's Biological Father Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_8_,The Kind of Location Where Spouse's Biological Mother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_9_,The Kind of Location Where Spouse's Stepfather Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_10_,The Kind of Location Where Spouse's Stepmother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_11_,The Kind of Location Where Spouse's Adopted Father Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca017_12_,The Kind of Location Where Spouse's Adopted Mother Currently Lives,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_1_,R's Biological Father's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_2_,R's Biological Mother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_3_,R's Stepfather's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_4_,R's Stepmother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_5_,R's Adopted Father's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_6_,R's Adopted Mother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_7_,Spouse's Biological Father's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_8_,Spouse's Biological Mother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_9_,Spouse's Stepfather's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_10_,Spouse's Stepmother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_11_,Spouse's Adopted Father's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca018_12_,Spouse's Adopted Mother's Hukou Is in The Same Place As Current Residence,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_1_,Location Of R's Biological Father's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_2_,Location Of R's Biological Mother's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_3_,Location Of R's Stepfather's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_4_,Location Of R's Stepmother's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_5_,Location Of R's Adopted Father's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_6_,Location Of R's Adopted Mother's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_7_,Location Of Spouse's Biological Father's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_8_,Location Of Spouse's Biological Mother's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_9_,Location Of Spouse's Stepfather's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_10_,Location Of Spouse's Stepmother's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
ca019_11_,Location Of Spouse's Adopted Father's Current Hukou,no,,,,,,,,,,,,,,,,,,,,,,,,
